단일상품여부,위탁배송여부(배송주체),상품번호,판매자상품코드,상품명,상품그룹번호,브랜드명,모델명,상품홍보문구,판매상태,판매가,서비스이용료,기본즉시할인,추가즉시할인,추가즉시할인(직방),재고수량,판매수량,옵션,추가구성상품,판매방식,OK캐쉬백,마일리지,무이자할부,희망후원,사은품,배송비조건,배송비,도서산간 배송비,배송비결제방법,반품배송비,교환배송비,발송예정일,상품등록일,판매시작일,판매종료일,사용기간,리뷰개수,상품후기개수,최종수정일,플러스,플러스UP,카테고리,선할인율,최저가정보,전세계배송,배송불가지역,서비스가능지역기준,지점,회차,서비스타입
N,업체배송,4927667208,RS84T5041SA,삼성전자 양문형 냉장고 RS84T5041SA 846L,0,삼성전자,삼성전자 RS84T5041SA,물류직배송/폐가전수거,판매중,1500000,105000,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/17,2022/09/17,2025/09/16,,0,0,2022/10/15,-,-,냉장고>양문형>양문형,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4927525471,RS80T5190B4,삼성전자 양문형 정수기 냉장고 RS80T5190B4 (805L),0,삼성전자,삼성전자 3도어 양문형 얼음정수기 냉장고 RS80T5190B4,물류직배송/폐가전수거,판매중,1577120,110398,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/17,2022/09/17,2025/09/16,,0,0,2022/09/19,-,-,냉장고>양문형>양문형,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4927486657,T20HVD,LG전자 통돌이 일반형 세탁기 T20HVD,0,LG전자,LG전자 통돌이 T20HVD,물류직배송/폐가전수거,판매중,745980,52218,-,-,-,1499,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/17,2022/09/17,2025/09/16,,0,0,2022/11/01,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4927463186,T15WUA,LG전자 15kg 통돌이세탁기 T15WUA,0,LG전자,LG전자 통돌이 T15WUA,물류직배송/폐가전수거,판매중,528880,37021,-,-,-,1499,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/17,2022/09/17,2025/09/16,,0,0,2022/10/17,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4927441380,KU70UA8070FXKR,삼성전자 Crystal UHD KU70UA8070FXKR,0,삼성전자,"삼성전자 KU70UA8070FXKR 고정, 스탠드형",물류직배송/폐가전수거,판매중,1310100,91707,-,-,-,3000,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/17,2022/09/17,2025/09/16,,0,0,2022/10/15,-,-,TV>176cm 이상 (70인치~)>176cm 이상 (70인치~),N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4927418328,T20VVD,LG전자 T20VVD 일반세탁기 20kg,0,LG전자,LG전자 통돌이 T20VVD,물류직배송/폐가전수거,판매중,779720,54580,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/17,2022/09/17,2025/09/16,,0,0,2022/10/22,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4927402784,WF21B6400KV+DV17B8720BV,삼성전자 그랑데 WF21B6400KV+DV17B8720BV,0,삼성전자,삼성전자 WF21B6400KV + DV17B8720BV,물류직배송/폐가전수거,판매중,2099200,146944,-,-,-,3000,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/17,2022/09/17,2025/09/16,,0,0,2022/11/01,-,-,세탁기/건조기>세탁기 건조기 세트>세탁기 건조기 세트,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4927352656,F24KDA+RH19KTAN,LG전자 트롬 드럼 F24KDA + RH19KTAN,0,LG전자,LG전자 트롬 F24KDA + RH19KTAN,,판매중,2426280,169839,-,-,-,3000,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/17,2022/09/17,2025/09/16,,0,0,2022/10/17,-,-,세탁기/건조기>세탁기 건조기 세트>세탁기 건조기 세트,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4927172365,OLED55A1ENA,LG전자 OLEDTV OLED55A1ENA 55인치,0,LG전자,"LG전자 OLED55A1ENA 고정, 스탠드형",,판매중,1218940,85325,-,-,-,3000,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/17,2022/09/17,2025/09/16,,0,0,2022/10/10,-,-,TV>138~175cm (54~69인치)>138~175cm (54~69인치),N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4927141826,M301S31,LG전자 상냉장 하냉동 일반냉장고 300L M301S31,0,LG전자,LG전자 M301S31,물류직배송/폐가전수거,판매중,622270,43558,-,-,-,1498,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/17,2022/09/17,2025/09/16,,1,0,2022/10/01,-,-,냉장고>일반형>일반형,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4924347038,M873GBB031S,LG전자 오브제컬렉션 M873GBB031S,0,LG전자,LG전자 M873GBB031S,물류직배송/폐가전수거,판매중,1996230,139736,-,-,-,1498,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/16,2022/09/16,2025/09/15,,0,0,2022/10/17,-,-,냉장고>4도어 냉장고>4도어 냉장고,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4923975203,B602S53,LG전자 B602S53 일반 냉장고 592L,0,LG전자,LG전자 B602S53,물류직배송/폐가전수거,판매중,1021550,71508,-,-,-,1499,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/16,2022/09/16,2025/09/15,,0,0,2022/10/17,-,-,냉장고>일반형>일반형,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4923829042,RT38K5039SL,삼성전자 일반냉장고 [RT38K5039SL] 381L,0,삼성전자,삼성전자 RT38K5039SL,,판매중,462640,32384,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/16,2022/09/16,2025/09/15,,0,0,2022/09/30,-,-,냉장고>일반형>일반형,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4923098711,T20MT,LG전자 통돌이세탁기 T20MT [20KG/미드블랙],0,LG전자,LG전자 통돌이 T20MT,,판매중,751860,52630,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/16,2022/09/16,2025/09/15,,0,0,2022/09/19,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4923027108,T20BVD,LG전자 통돌이세탁기 T20BVD [20KG/블랙스테인리스],0,LG전자,LG전자 통돌이 T20BVD,물류직배송/폐가전수거,판매중,833780,58364,-,-,-,1499,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/16,2022/09/16,2025/09/15,,0,0,2022/10/17,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4922937172,AS9470IKT,LG전자 코드제로 올인원타워/듀얼팩 AS9470IKT,0,LG전자,LG전자 코드제로A9S AS9470IKT (아이언그레이),,판매중,950000,85500,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/16,2022/09/16,2025/09/15,,0,0,2022/09/19,-,-,생활가전>청소기>스틱청소기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4922833304,S834W30V,LG전자 디오스 양문 냉장고 S834W30V,0,디오스,디오스 S834W30V,물류직배송/폐가전수거,판매중,1210670,84746,-,-,-,1489,1,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/16,2022/09/16,2025/09/15,,6,0,2022/11/01,-,-,냉장고>양문형>양문형,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4919759647,T20BVT,LG전자 통돌이 세탁기 T20BVT (블랙 스틸/20kg),0,LG전자,LG전자 통돌이 T20BVT,물류직배송/폐가전수거,판매중,939980,65798,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/15,2022/09/15,2025/09/14,,0,0,2022/10/17,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4919734442,F21VDA,LG전자 트롬 드럼세탁기 F21VDA (일반설치),0,LG전자,LG전자 트롬 F21VDA,물류직배송/폐가전수거,판매중,1053700,73759,-,-,-,1490,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/15,2022/09/15,2025/09/14,,3,0,2022/10/14,-,-,세탁기/건조기>드럼세탁기>드럼세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4919608962,55UQ9300KNA,LG전자 UHD 138cm [55UQ9300KNA] + 사운드바SP2,0,LG전자,LG전자 55UQ9300KNA 스탠드,,판매중,1003100,70217,-,-,-,3000,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,100000,N,선결제,0,0,,2022/09/15,2022/09/15,2025/09/14,,0,0,2022/11/01,-,-,TV>138~175cm (54~69인치)>138~175cm (54~69인치),N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4919499785,WA16A6374BV,삼성전자 그랑데 통버블 세탁기 16kg [WA16A6374BV],0,삼성전자,삼성전자 그랑데 통버블 WA16A6374BV,물류직배송/폐가전수거,판매중,450380,31526,-,-,-,1499,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/15,2022/09/15,2025/09/14,,0,0,2022/10/13,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4919415623,TR16VK,LG 통돌이 세탁기 16KG TR16VK,0,LG전자,LG전자 통돌이 TR16VK,물류직배송/폐가전수거,판매중,523110,36617,-,-,-,1498,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/15,2022/09/15,2025/09/14,,0,0,2022/10/31,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4919107881,B502W33,LG전자 507L 일반냉장고 B502W33,0,LG전자,LG전자 일반냉장고 B502W33 화이트 507L,,판매중,637070,44594,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/15,2022/09/15,2025/09/14,,0,0,2022/10/17,-,-,냉장고>일반형>일반형,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4919073503,T16MU,LG전자 통돌이 세탁기 T16MU (16KG),0,LG전자,LG전자 통돌이 T16MU,물류 직배송/폐가전 수거,판매중,549300,38451,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/15,2022/09/15,2025/09/14,,0,0,2022/10/22,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4919003510,VS20A956A3W,삼성전자 비스포크 제트 VS20A956A3W,0,삼성전자,삼성전자 비스포크 제트 VS20A956A3W (미스티화이트),,판매중,532600,47934,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/15,2022/09/15,2025/09/14,,0,0,2022/10/17,-,-,생활가전>청소기>스틱청소기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4918730833,T16MU,LG전자 통돌이 세탁기 T16MU,0,LG전자,LG전자 통돌이 T16MU,물류 직배송/폐가전 수거,판매중,524130,36689,-,-,-,1485,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/15,2022/09/15,2025/09/14,,3,0,2022/10/22,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4918471792,F15SQA,LG전자 트롬 드럼세탁기 15kg F15SQA,0,LG전자,LG전자 트롬 F15SQA,물류 직배송/폐가전 수거,판매중,754530,52817,-,-,-,1498,0,Y,N,고정가판매,-,-,,-,-,1개당배송비,30000,N,선결제,0,0,,2022/09/15,2022/09/15,2025/09/14,,0,0,2022/10/20,-,-,세탁기/건조기>드럼세탁기>드럼세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4915086623,RS82M6000S8,삼성전자 양문형냉장고 RS82M6000S8 전체용량 815L,0,삼성전자,삼성전자 RS82M6000S8,,판매중,948130,66369,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/14,2022/09/14,2025/09/13,,0,0,2022/10/11,-,-,냉장고>양문형>양문형,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4915022343,WA19A8370KY,삼성전자 그랑데 통버블 세탁기 19kg(WA19A8370KY),0,삼성전자,삼성전자 그랑데 통버블 WA19A8370KY 기본구성,,판매중,549020,38431,-,-,-,1497,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/14,2022/09/14,2025/09/13,,0,0,2022/10/08,-,-,세탁기/건조기>일반세탁기>일반세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4914948139,FS061PSSA,LG전자 오브제컬렉션 퓨리케어 에어로타워 FS061PSSA,0,LG전자,LG전자 퓨리케어 에어로타워 오브제컬렉션 FS061PSSA,,판매중,1020800,91872,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/14,2022/09/14,2025/09/13,,0,0,2022/10/22,-,-,계절가전>공기청정기>필터식,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4914909893,RD20ES,LG전자 오브제 컬렉션 TROMM 건조기 RD20ES,0,LG전자,LG전자 트롬 RD20ES,,판매중,1539740,107781,-,-,-,2998,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/14,2022/09/14,2025/09/13,,0,0,2022/10/17,-,-,세탁기/건조기>건조기>의류건조기,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4914861458,S834S32V,LG전자 S834S32V 디오스 매직스페이스 냉장고 (832L),0,LG전자,LG전자 디오스 S834S32 스타,,판매중,1228990,86029,-,-,-,1500,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/14,2022/09/14,2025/09/13,,0,0,2022/10/15,-,-,냉장고>양문형>양문형,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4914814405,RD20WS,LG전자 RD20WS 건조기 (20kg/화이트),0,LG전자,LG전자 트롬 RD20WS,,판매중,1492500,104475,-,-,-,4499,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/14,2022/09/14,2025/09/13,,0,0,2022/10/26,-,-,세탁기/건조기>건조기>의류건조기,N,-,이용안함(N),N,-,,0,일반배송상품
R,업체배송,4914690375,27ART10AKPL,LG전자 TV 스탠바이미 27ART10AKPL,0,LG전자,LG전자 스탠바이미 27ART10AKPL 스탠드형,,판매중,945680,66197,-,-,-,499,0,N,N,고정가판매,-,-,,-,-,1개당배송비,70000,N,선결제,0,0,,2022/09/14,2022/09/14,2025/09/13,,0,0,2022/10/26,-,-,TV>106cm 이하 (~42인치)>106cm 이하 (~42인치),N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4914600927,65UQ9300KNA,LG전자 UHD TV AI ThinQ 65UQ9300KNA,0,LG전자,LG전자 65UQ9300KNA 스탠드형,,판매중,1433840,100368,-,-,-,3000,0,Y,Y,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/14,2022/09/14,2025/09/13,,0,0,2022/10/10,-,-,TV>138~175cm (54~69인치)>138~175cm (54~69인치),N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4914438666,RS84T5041WW,삼성전자 냉장고 3도어 푸드쇼케이스 RS84T5041WW,0,삼성전자,삼성전자 양문형 3도어 846리터 냉장고 RS84T5041WW,,판매중,1300000,91000,-,-,-,1499,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/14,2022/09/14,2025/09/13,,1,0,2022/10/15,-,-,냉장고>양문형>양문형,N,-,이용안함(N),N,-,,0,일반배송상품
N,업체배송,4914217493,F15WQA,LG전자 트롬 15kg 세탁기 F15WQA,0,LG전자,LG전자 트롬 F15WQA,,판매중,673600,47152,-,-,-,1498,0,Y,N,고정가판매,-,-,,-,-,무료,0,N,선결제,0,0,,2022/09/14,2022/09/14,2025/09/13,,0,0,2022/10/08,-,-,세탁기/건조기>드럼세탁기>드럼세탁기,N,-,이용안함(N),N,-,,0,일반배송상품
